Year,Country_Name,ISO_Code,GDP
1996,Myanmar,MMR,715.881256127953
1996,Middle East & North Africa (excluding high income),MNA,6150.95466132583
1996,Montenegro,MNE,
1996,Mongolia,MNG,3210.21443888673
1996,Northern Mariana Islands,MNP,
1996,Mozambique,MOZ,379.151098015189
1996,Mauritania,MRT,2215.14774760581
1996,Mauritius,MUS,7076.12380712078
1996,Malawi,MWI,649.529675139559
1996,Malaysia,MYS,11682.3024604379
1996,North America,NAC,29373.5351386623
1996,Namibia,NAM,4568.75739174194
1996,New Caledonia,NCL,
1996,Niger,NER,583.713883852345
1996,Nigeria,NGA,2267.98971440358
1996,Nicaragua,NIC,2267.03757912726
1996,Netherlands,NLD,24484.181123574
1996,Norway,NOR,26791.3925813427
1996,Nepal,NPL,1028.54962515192
1996,Nauru,NRU,
1996,New Zealand,NZL,18464.0330939291
1996,OECD members,OED,21099.0246063528
1996,Oman,OMN,29023.4265224774
1996,Other small states,OSS,
1996,Pakistan,PAK,2532.65345140296
1996,Panama,PAN,7040.64124821288
1996,Peru,PER,4636.04752131826
1996,Philippines,PHL,3057.4853468335
1996,Palau,PLW,
1996,Papua New Guinea,PNG,2337.53729971904
1996,Poland,POL,8254.57735304418
1996,Pre-demographic dividend,PRE,1601.97142058323
1996,Puerto Rico,PRI,19640.5027177387
1996,"Korea, Dem. People’s Rep.",PRK,
1996,Portugal,PRT,14902.597721468
1996,Paraguay,PRY,6452.94860820725
1996,West Bank and Gaza,PSE,2392.840124287
1996,Pacific island small states,PSS,3374.21277979099
1996,Post-demographic dividend,PST,22357.3996509168
1996,French Polynesia,PYF,
1996,Qatar,QAT,
1996,Romania,ROU,5738.18463633588
1996,Russian Federation,RUS,5517.86212993559
1996,Rwanda,RWA,563.10739812602
1996,South Asia,SAS,1761.10815177385
1996,Saudi Arabia,SAU,33142.0688936128
1996,Sudan,SDN,1526.14246824212
1996,Senegal,SEN,1654.03606967036
1996,Singapore,SGP,35086.4150050256
1996,Solomon Islands,SLB,1767.77170778006
1996,Sierra Leone,SLE,719.399956483482
1996,El Salvador,SLV,3960.39073272527
1996,San Marino,SMR,
1996,Somalia,SOM,
1996,Serbia,SRB,5095.07162815963
1996,Sub-Saharan Africa (excluding high income),SSA,1836.38552707398
1996,South Sudan,SSD,
1996,Sub-Saharan Africa,SSF,1837.63880943616
1996,Small states,SST,
1996,Sao Tome and Principe,STP,
1996,Suriname,SUR,7056.41873352398
1996,Slovak Republic,SVK,9395.43965270208
1996,Slovenia,SVN,14290.0334284433
1996,Sweden,SWE,23740.6047306889
1996,Eswatini,SWZ,4411.84518475723
1996,Sint Maarten (Dutch part),SXM,
1996,Seychelles,SYC,11642.2099637539
1996,Syrian Arab Republic,SYR,
1996,Turks and Caicos Islands,TCA,
1996,Chad,TCD,766.192066609283
1996,East Asia & Pacific (IDA & IBRD countries),TEA,2666.75414720068
1996,Europe & Central Asia (IDA & IBRD countries),TEC,5399.33435627707
1996,Togo,TGO,918.356415507621
1996,Thailand,THA,7314.03568538634
1996,Tajikistan,TJK,780.759936975607
1996,Turkmenistan,TKM,3593.73236626096
1996,Latin America & the Caribbean (IDA & IBRD countries),TLA,7797.52941370216
1996,Timor-Leste,TLS,
1996,Middle East & North Africa (IDA & IBRD countries),TMN,6189.93260484797
1996,Tonga,TON,3174.37873225121
1996,South Asia (IDA & IBRD),TSA,1761.10815177385
1996,Sub-Saharan Africa (IDA & IBRD countries),TSS,1837.63880943616
1996,Trinidad and Tobago,TTO,10264.5358742454
1996,Tunisia,TUN,4818.8622772619
1996,Turkey,TUR,8017.78061083692
1996,Tuvalu,TUV,1851.85852338566
1996,Tanzania,TZA,1090.93790552742
1996,Uganda,UGA,728.297515878276
1996,Ukraine,UKR,3426.84886304565
1996,Upper middle income,UMC,4438.7462208875
1996,Uruguay,URY,9001.66515413241
1996,United States,USA,29967.7127181749
1996,Uzbekistan,UZB,2092.56804855904
1996,St. Vincent and the Grenadines,VCT,5006.34527188418
1996,"Venezuela, RB",VEN,11306.3512766227
1996,British Virgin Islands,VGB,
1996,Virgin Islands (U.S.),VIR,
1996,Vietnam,VNM,1575.95963265341
1996,Vanuatu,VUT,1951.17523200358
1996,World,WLD,6814.63086514581
1996,Samoa,WSM,2964.6158931381
1996,Kosovo,XKX,
1996,"Yemen, Rep.",YEM,2730.14514747595
1996,South Africa,ZAF,7000.80161883155
1996,Zambia,ZMB,1572.9732381563
1996,Zimbabwe,ZWE,2227.06061913773
1997,Aruba,ABW,30215.9492264355
1997,Afghanistan,AFG,
1997,Angola,AGO,2953.34270858672
1997,Albania,ALB,2717.36212449434
1997,Andorra,AND,
1997,Arab World,ARB,8397.51569244762
1997,United Arab Emirates,ARE,80390.0641121818
1997,Argentina,ARG,11802.8425876097
1997,Armenia,ARM,1852.20010202549
1997,American Samoa,ASM,
1997,Antigua and Barbuda,ATG,14416.1148700958
1997,Australia,AUS,22934.7860068545
1997,Austria,AUT,25424.0699288625
1997,Azerbaijan,AZE,2732.70028684201
1997,Burundi,BDI,552.115043195189
1997,Belgium,BEL,23729.7904789419
1997,Benin,BEN,1192.09566510535
1997,Burkina Faso,BFA,756.73218509342
1997,Bangladesh,BGD,1176.89572593089
1997,Bulgaria,BGR,5696.76527716269
1997,Bahrain,BHR,33099.1388892583
1997,"Bahamas, The",BHS,22206.1709480087
1997,Bosnia and Herzegovina,BIH,3257.32833700938
1997,Belarus,BLR,4780.38712085908
1997,Belize,BLZ,4537.05814121299
1997,Bermuda,BMU,33774.2628653871
1997,Bolivia,BOL,3253.04750858738
1997,Brazil,BRA,8594.56134291155
1997,Barbados,BRB,11308.2333221559
1997,Brunei Darussalam,BRN,63095.7764151218
1997,Bhutan,BTN,2281.79206101914
1997,Botswana,BWA,7722.30007459764
1997,Central African Republic,CAF,654.729006654893
1997,Canada,CAN,25167.5197132665
1997,Central Europe and the Baltics,CEB,8684.44196715163
1997,Switzerland,CHE,31812.498763447
1997,Channel Islands,CHI,
1997,Chile,CHL,8637.33074065478
1997,China,CHN,2281.44384122523
1997,Cote d'Ivoire,CIV,2361.96049432621
1997,Cameroon,CMR,1863.91245006537
1997,"Congo, Dem. Rep.",COD,532.840563009048
1997,"Congo, Rep.",COG,3517.615709781
1997,Colombia,COL,6762.75577227961
1997,Comoros,COM,1711.18807586343
1997,Cabo Verde,CPV,2189.71598715771
1997,Costa Rica,CRI,6852.94480853617
1997,Caribbean small states,CSS,8002.87843913095
1997,Cuba,CUB,
1997,Curacao,CUW,
1997,Cayman Islands,CYM,
1997,Cyprus,CYP,17778.7575994083
1997,Czech Republic,CZE,14730.615017474
1997,Germany,DEU,24570.112414674
1997,Djibouti,DJI,
1997,Dominica,DMA,5780.24544675103
1997,Denmark,DNK,24925.7984650582
1997,Dominican Republic,DOM,5569.40924389878
1997,Algeria,DZA,7214.87270695396
1997,East Asia & Pacific (excluding high income),EAP,2829.56610982906
1997,Early-demographic dividend,EAR,3792.46155441785
1997,East Asia & Pacific,EAS,5079.54612752125
1997,Europe & Central Asia (excluding high income),ECA,5267.82985292326
1997,Europe & Central Asia,ECS,13688.1766982276
1997,Ecuador,ECU,5955.77112335616
1997,"Egypt, Arab Rep.",EGY,5071.02054035507
1997,Euro area,EMU,21913.9092467713
1997,Eritrea,ERI,1997.28709567189
1997,Spain,ESP,17910.8726064863
1997,Estonia,EST,7968.17384516032
1997,Ethiopia,ETH,477.48637330404
1997,European Union,EUU,19536.9096904869
1997,Fragile and conflict affected situations,FCS,2014.55454981604
1997,Finland,FIN,21792.2174780224
1997,Fiji,FJI,4782.82262148165
1997,France,FRA,22241.4129000794
1997,Faroe Islands,FRO,
1997,"Micronesia, Fed. Sts.",FSM,2149.976172889
1997,Gabon,GAB,15740.3160043494
1997,United Kingdom,GBR,23039.9477994598
1997,Georgia,GEO,2426.51239217485
1997,Ghana,GHA,1599.07792595615
1997,Gibraltar,GIB,
1997,Guinea,GIN,1123.74140002519
1997,"Gambia, The",GMB,1759.15990705882
1997,Guinea-Bissau,GNB,1482.8246333216
1997,Equatorial Guinea,GNQ,5099.98499765669
1997,Greece,GRC,17154.1299750295
1997,Grenada,GRD,5847.25087573275
1997,Greenland,GRL,
1997,Guatemala,GTM,4363.09174571926
1997,Guam,GUM,
1997,Guyana,GUY,3456.04243695392
1997,High income,HIC,24269.8771856833
1997,"Hong Kong SAR, China",HKG,25520.7685597298
1997,Honduras,HND,2470.28940147152
1997,Heavily indebted poor countries (HIPC),HPC,1103.33396483966
1997,Croatia,HRV,9463.79642330809
1997,Haiti,HTI,1294.56908158495
1997,Hungary,HUN,9823.81415455803
1997,IBRD only,IBD,3916.31858659569
1997,IDA & IBRD total,IBT,3423.58034494063
1997,IDA total,IDA,1572.2983153712
1997,IDA blend,IDB,2337.37466806422
1997,Indonesia,IDN,5000.95171152002
1997,IDA only,IDX,1168.15736968554
1997,Isle of Man,IMN,
1997,India,IND,1808.70836381795
1997,Not classified,INX,
1997,Ireland,IRL,22625.5767302857
1997,"Iran, Islamic Rep.",IRN,9569.41414349292
1997,Iraq,IRQ,6315.37986100436
1997,Iceland,ISL,26910.4362659247
1997,Israel,ISR,21415.6180513916
1997,Italy,ITA,23873.3449198404
1997,Jamaica,JAM,6217.36483149332
1997,Jordan,JOR,5276.78117280359
1997,Japan,JPN,25146.2004313157
1997,Kazakhstan,KAZ,6625.20676516152
1997,Kenya,KEN,1626.99843560732
1997,Kyrgyz Republic,KGZ,1471.05605721017
1997,Cambodia,KHM,865.266996551254
1997,Kiribati,KIR,1425.13452083464
1997,St. Kitts and Nevis,KNA,15334.9864419369
1997,"Korea, Rep.",KOR,15406.2203814726
1997,Kuwait,KWT,59975.5257196685
1997,Latin America & Caribbean (excluding high income),LAC,8109.25731715581
1997,Lao PDR,LAO,1685.64747637852
1997,Lebanon,LBN,8096.7174582128
1997,Liberia,LBR,
1997,Libya,LBY,
1997,St. Lucia,LCA,7697.43081688674
1997,Latin America & Caribbean,LCN,8268.48182329493
1997,Least developed countries: UN classification,LDC,1064.27335632012
1997,Low income,LIC,999.187685412022
1997,Liechtenstein,LIE,
1997,Sri Lanka,LKA,3693.74822126722
1997,Lower middle income,LMC,2366.65768103875
1997,Low & middle income,LMY,3337.85400689352
1997,Lesotho,LSO,1211.42193157305
1997,Late-demographic dividend,LTE,4053.80704172153
1997,Lithuania,LTU,7069.96174967315
1997,Luxembourg,LUX,42846.1054476261
1997,Latvia,LVA,6467.47290566524
1997,"Macao SAR, China",MAC,34671.8429391936
1997,St. Martin (French part),MAF,
1997,Morocco,MAR,3204.38367395621
1997,Monaco,MCO,
1997,Moldova,MDA,2302.63803095175
1997,Madagascar,MDG,1232.23260317629
1997,Maldives,MDV,6645.26718865295
1997,Middle East & North Africa,MEA,9740.14406246019
1997,Mexico,MEX,9712.09127072347
1997,Marshall Islands,MHL,2392.89696931898
1997,Middle income,MIC,3558.30915503589
1997,North Macedonia,MKD,5219.03765063476
1997,Mali,MLI,1061.28554515813
1997,Malta,MLT,15130.2106895178
1997,Myanmar,MMR,759.556627131613
1997,Middle East & North Africa (excluding high income),MNA,6350.70769902674
1997,Montenegro,MNE,
1997,Mongolia,MNG,3364.98105346518
1997,Northern Mariana Islands,MNP,
1997,Mozambique,MOZ,417.839176895786
1997,Mauritania,MRT,2108.30678335438
1997,Mauritius,MUS,7512.87673135273
1997,Malawi,MWI,669.612175043647
1997,Malaysia,MYS,12431.5042158083
1997,North America,NAC,30837.849461447
1997,Namibia,NAM,4744.82026522631
1997,New Caledonia,NCL,
1997,Niger,NER,589.05504576129
1997,Nigeria,NGA,2316.48477134001
1997,Nicaragua,NIC,2354.85410227377
1997,Netherlands,NLD,26014.3334320944
1997,Norway,NOR,28605.6629298122
1997,Nepal,NPL,1075.0472130896
1997,Nauru,NRU,
1997,New Zealand,NZL,19137.3233344871
1997,OECD members,OED,22070.2194877916
1997,Oman,OMN,31122.8356517779
1997,Other small states,OSS,
1997,Pakistan,PAK,2528.82639588489
1997,Panama,PAN,7470.84028290576
1997,Peru,PER,4930.38787614835
1997,Philippines,PHL,3198.50535868953
1997,Palau,PLW,
1997,Papua New Guinea,PNG,2229.46297689417
1997,Poland,POL,8922.2356271914
1997,Pre-demographic dividend,PRE,1688.07195723446
1997,Puerto Rico,PRI,20760.3555729754
1997,"Korea, Dem. People’s Rep.",PRK,
1997,Portugal,PRT,15787.0472137359
1997,Paraguay,PRY,6691.47329424524
1997,West Bank and Gaza,PSE,2668.89159062374
1997,Pacific island small states,PSS,3335.29972648526
1997,Post-demographic dividend,PST,23362.2144856264
1997,French Polynesia,PYF,
1997,Qatar,QAT,
1997,Romania,ROU,5563.51226019506
1997,Russian Federation,RUS,5699.94969819124
1997,Rwanda,RWA,610.828122482581
1997,South Asia,SAS,1821.53976363427
1997,Saudi Arabia,SAU,33430.0526954913
1997,Sudan,SDN,1670.77186038239
1997,Senegal,SEN,1693.69266302328
1997,Singapore,SGP,37384.4370075373
1997,Solomon Islands,SLB,1723.5045413548
1997,Sierra Leone,SLE,685.200163114567
1997,El Salvador,SLV,4114.23790104422
1997,San Marino,SMR,49484.3442836124
1997,Somalia,SOM,
1997,Serbia,SRB,5570.88704247793
1997,Sub-Saharan Africa (excluding high income),SSA,1885.64561609365
1997,South Sudan,SSD,
1997,Sub-Saharan Africa,SSF,1887.06029981071
1997,Small states,SST,
1997,Sao Tome and Principe,STP,
1997,Suriname,SUR,7487.88275938721
1997,Slovak Republic,SVK,10085.0824056743
1997,Slovenia,SVN,15281.2021343529
1997,Sweden,SWE,24640.2067159221
1997,Eswatini,SWZ,4541.11699199418
1997,Sint Maarten (Dutch part),SXM,
1997,Seychelles,SYC,13104.8847879419
1997,Syrian Arab Republic,SYR,
1997,Turks and Caicos Islands,TCA,
1997,Chad,TCD,795.754533764091
1997,East Asia & Pacific (IDA & IBRD countries),TEA,2860.59533273818
1997,Europe & Central Asia (IDA & IBRD countries),TEC,5636.07687056836
1997,Togo,TGO,1035.83816137385
1997,Thailand,THA,7150.09988609764
1997,Tajikistan,TJK,795.733551704204
1997,Turkmenistan,TKM,3188.55092183852
1997,Latin America & the Caribbean (IDA & IBRD countries),TLA,8215.99561709552
1997,Timor-Leste,TLS,
1997,Middle East & North Africa (IDA & IBRD countries),TMN,6389.65012010693
1997,Tonga,TON,3213.31995299206
1997,South Asia (IDA & IBRD),TSA,1821.53976363427
1997,Sub-Saharan Africa (IDA & IBRD countries),TSS,1887.06029981071
1997,Trinidad and Tobago,TTO,11206.5508730271
1997,Tunisia,TUN,5098.37202862082
1997,Turkey,TUR,8626.03550656089
1997,Tuvalu,TUV,2072.23172637714
1997,Tanzania,TZA,1121.38449581582
1997,Uganda,UGA,756.254561150537
1997,Ukraine,UKR,3412.31226141702
1997,Upper middle income,UMC,4698.12818993271
1997,Uruguay,URY,9870.34251194247
1997,United States,USA,31459.139002483
1997,Uzbekistan,UZB,2197.52052587368
1997,St. Vincent and the Grenadines,VCT,5275.1716666458
1997,"Venezuela, RB",VEN,11991.8741771841
1997,British Virgin Islands,VGB,
1997,Virgin Islands (U.S.),VIR,
1997,Vietnam,VNM,1709.89677267337
1997,Vanuatu,VUT,2044.25777608219
1997,World,WLD,7103.81912448367
1997,Samoa,WSM,3019.21327144277
1997,Kosovo,XKX,
1997,"Yemen, Rep.",YEM,2829.866192697
1997,South Africa,ZAF,7179.80665132193
1997,Zambia,ZMB,1616.49288270814
1997,Zimbabwe,ZWE,2303.82958830233
1998,Aruba,ABW,30512.6839092893
1998,Afghanistan,AFG,
1998,Angola,AGO,3027.34179530886
1998,Albania,ALB,3021.01473768125
1998,Andorra,AND,
1998,Arab World,ARB,8797.66260600435
1998,United Arab Emirates,ARE,77421.1086600843
1998,Argentina,ARG,12255.6762580684
1998,Armenia,ARM,2025.55542010645
1998,American Samoa,ASM,
1998,Antigua and Barbuda,ATG,14951.180656014
1998,Australia,AUS,24196.7212783416
1998,Austria,AUT,26674.609548055
1998,Azerbaijan,AZE,3011.08771664522
1998,Burundi,BDI,578.852301826758
1998,Belgium,BEL,24368.5229971791
1998,Benin,BEN,1216.72738664615
1998,Burkina Faso,BFA,798.474269317239
1998,Bangladesh,BGD,1226.02089266519
1998,Bulgaria,BGR,6141.21257729053
1998,Bahrain,BHR,34002.2606994989
1998,"Bahamas, The",BHS,23253.1427981453
1998,Bosnia and Herzegovina,BIH,3809.61970605828
1998,Belarus,BLR,5265.24390798005
1998,Belize,BLZ,4580.64147564648
1998,Bermuda,BMU,35226.7198962888
1998,Bolivia,BOL,3387.13091947748
1998,Brazil,BRA,8588.35809573927
1998,Barbados,BRB,11811.2754370377
1998,Brunei Darussalam,BRN,62020.9094056489
1998,Bhutan,BTN,2389.08220217953
1998,Botswana,BWA,7667.65979115056
1998,Central African Republic,CAF,676.651414502319
1998,Canada,CAN,26220.2662066619
1998,Central Europe and the Baltics,CEB,9077.01137488085
1998,Switzerland,CHE,32918.5565715147
1998,Channel Islands,CHI,
1998,Chile,CHL,8995.76512018912
1998,China,CHN,2464.18635225023
1998,Cote d'Ivoire,CIV,2432.56275411797
1998,Cameroon,CMR,1919.00893356528
1998,"Congo, Dem. Rep.",COD,517.997814976208
1998,"Congo, Rep.",COG,3584.68376264859
1998,Colombia,COL,6763.01023352586
1998,Comoros,COM,1706.96365864757
1998,Cabo Verde,CPV,2441.68036459817
1998,Costa Rica,CRI,7247.01094513243
1998,Caribbean small states,CSS,8269.70374014247
1998,Cuba,CUB,
1998,Curacao,CUW,
1998,Cayman Islands,CYM,63325.7199373791
1998,Cyprus,CYP,18758.5294698854
1998,Czech Republic,CZE,14906.3982171265
1998,Germany,DEU,25344.6458500864
1998,Djibouti,DJI,
1998,Dominica,DMA,6101.67698629884
1998,Denmark,DNK,25813.6389134402
1998,Dominican Republic,DOM,5915.12861350272
1998,Algeria,DZA,7553.94658827198
1998,East Asia & Pacific (excluding high income),EAP,2853.59490371422
1998,Early-demographic dividend,EAR,3842.37442786082
1998,East Asia & Pacific,EAS,5079.30974117953
1998,Europe & Central Asia (excluding high income),ECA,5312.06555445699
1998,Europe & Central Asia,ECS,14205.1487487114
1998,Ecuador,ECU,6093.60652490158
1998,"Egypt, Arab Rep.",EGY,5307.0415538612
1998,Euro area,EMU,22960.5552382708
1998,Eritrea,ERI,2045.08542647691
1998,Spain,ESP,19096.2983030278
1998,Estonia,EST,8438.28407853829
1998,Ethiopia,ETH,452.662093310938
1998,European Union,EUU,20401.9608997784
1998,Fragile and conflict affected situations,FCS,2249.27946900892
1998,Finland,FIN,23576.5655846506
1998,Fiji,FJI,4854.0904397825
1998,France,FRA,23359.0584934562
1998,Faroe Islands,FRO,
1998,"Micronesia, Fed. Sts.",FSM,2241.77018809317
1998,Gabon,GAB,16066.7234213706
1998,United Kingdom,GBR,23637.002818098
1998,Georgia,GEO,2593.39110010676
1998,Ghana,GHA,1651.74984568118
1998,Gibraltar,GIB,
1998,Guinea,GIN,1148.0281206911
1998,"Gambia, The",GMB,1785.30947102479
1998,Guinea-Bissau,GNB,1057.73338519199
1998,Equatorial Guinea,GNQ,6131.70391395533
1998,Greece,GRC,18033.517680255
1998,Grenada,GRD,6578.6486329139
1998,Greenland,GRL,
1998,Guatemala,GTM,4530.22115801538
1998,Guam,GUM,
1998,Guyana,GUY,3455.36731372815
1998,High income,HIC,25090.0876900206
1998,"Hong Kong SAR, China",HKG,24087.8607168131
1998,Honduras,HND,2515.09969274096
1998,Heavily indebted poor countries (HIPC),HPC,1123.70637823319
1998,Croatia,HRV,9785.11478883422
1998,Haiti,HTI,1314.14645496128
1998,Hungary,HUN,10397.9331634206
1998,IBRD only,IBD,4004.99845164318
1998,IDA & IBRD total,IBT,3495.1215044409
1998,IDA total,IDA,1602.23598291954
1998,IDA blend,IDB,2366.43417725738
1998,Indonesia,IDN,4331.49675697558
1998,IDA only,IDX,1199.12061897106
1998,Isle of Man,IMN,
1998,India,IND,1906.77989953013
1998,Not classified,INX,
1998,Ireland,IRL,25059.4594540406
1998,"Iran, Islamic Rep.",IRN,9758.72681229726
1998,Iraq,IRQ,8349.80879052701
1998,Iceland,ISL,28688.2292192719
1998,Israel,ISR,22052.4154287638
1998,Italy,ITA,25020.6586237194
1998,Jamaica,JAM,6081.81933079143
1998,Jordan,JOR,5389.84559874096
1998,Japan,JPN,25074.057693144
1998,Kazakhstan,KAZ,6686.91104844295
1998,Kenya,KEN,1652.54493866954
1998,Kyrgyz Republic,KGZ,1496.05086928297
1998,Cambodia,KHM,892.13179916577
1998,Kiribati,KIR,1509.9000513741
1998,St. Kitts and Nevis,KNA,15301.1390408313
1998,"Korea, Rep.",KOR,14621.2996761166
1998,Kuwait,KWT,58721.778617559
1998,Latin America & Caribbean (excluding high income),LAC,8249.79411860119
1998,Lao PDR,LAO,1739.7716982222
1998,Lebanon,LBN,8407.33825373287
1998,Liberia,LBR,
1998,Libya,LBY,
1998,St. Lucia,LCA,8159.43660421764
1998,Latin America & Caribbean,LCN,8430.02826178864
1998,Least developed countries: UN classification,LDC,1092.07795110294
1998,Low income,LIC,1016.38952055122
1998,Liechtenstein,LIE,
1998,Sri Lanka,LKA,3891.08469100915
